id,sigungu,jibun,apt_name,exclusive_use_area,transaction_year_month,transaction_day,transaction_real_price,floor,year_of_completion
TRAIN_0022,서울특별시 강남구 대치동,503,개포우성1,84.81,201407,15,121000,5,1983
TRAIN_0023,서울특별시 강남구 대치동,503,개포우성1,127.61,201407,17,166000,10,1983
TRAIN_0024,서울특별시 강남구 대치동,503,개포우성1,127.61,201407,26,164500,14,1983
TRAIN_0025,서울특별시 강남구 대치동,503,개포우성1,127.61,201407,27,185000,14,1983
TRAIN_0026,서울특별시 강남구 대치동,503,개포우성1,127.61,201407,28,164000,10,1983
TRAIN_0027,서울특별시 강남구 대치동,503,개포우성1,127.61,201408,4,165000,11,1983
TRAIN_0028,서울특별시 강남구 대치동,503,개포우성1,158.54,201408,8,186000,9,1983
TRAIN_0029,서울특별시 강남구 대치동,503,개포우성1,127.61,201408,12,183000,15,1983
TRAIN_0030,서울특별시 강남구 대치동,503,개포우성1,127.61,201408,15,169000,11,1983
TRAIN_0031,서울특별시 강남구 대치동,503,개포우성1,158.54,201408,22,185000,5,1983
TRAIN_0032,서울특별시 강남구 대치동,503,개포우성1,189.98,201408,26,247000,1,1983
TRAIN_0033,서울특별시 강남구 대치동,503,개포우성1,158.54,201408,28,193000,8,1983
TRAIN_0034,서울특별시 강남구 대치동,503,개포우성1,158.54,201408,30,200000,13,1983
TRAIN_0035,서울특별시 강남구 대치동,503,개포우성1,158.54,201409,17,203000,4,1983
TRAIN_0036,서울특별시 강남구 대치동,503,개포우성1,84.81,201410,6,118000,1,1983
TRAIN_0037,서울특별시 강남구 대치동,503,개포우성1,84.81,201410,20,135000,6,1983
TRAIN_0038,서울특별시 강남구 대치동,503,개포우성1,158.54,201411,10,210000,5,1983
TRAIN_0039,서울특별시 강남구 대치동,503,개포우성1,84.81,201412,9,132000,6,1983
TRAIN_0040,서울특별시 강남구 대치동,503,개포우성1,127.61,201412,9,173500,10,1983
TRAIN_0041,서울특별시 강남구 대치동,503,개포우성1,127.61,201412,23,175000,9,1983
TRAIN_0042,서울특별시 강남구 대치동,503,개포우성1,158.54,201412,25,202000,11,1983
TRAIN_0043,서울특별시 강남구 대치동,503,개포우성1,158.54,201412,26,202000,7,1983
TRAIN_0044,서울특별시 강남구 대치동,500,개포우성2,159.6,201401,9,188500,5,1984
TRAIN_0045,서울특별시 강남구 대치동,500,개포우성2,127.78,201401,10,178000,8,1984
TRAIN_0046,서울특별시 강남구 대치동,500,개포우성2,84.69,201401,14,114000,15,1984
TRAIN_0047,서울특별시 강남구 대치동,500,개포우성2,127.78,201401,24,187000,14,1984
TRAIN_0048,서울특별시 강남구 대치동,500,개포우성2,127.78,201401,27,155000,8,1984
TRAIN_0049,서울특별시 강남구 대치동,500,개포우성2,84.69,201403,26,116000,3,1984
TRAIN_0050,서울특별시 강남구 대치동,500,개포우성2,127.78,201404,4,140000,1,1984
TRAIN_0051,서울특별시 강남구 대치동,500,개포우성2,84.69,201404,21,120000,10,1984
TRAIN_0052,서울특별시 강남구 대치동,500,개포우성2,127.78,201405,5,154900,10,1984
TRAIN_0053,서울특별시 강남구 대치동,500,개포우성2,84.69,201406,11,117000,15,1984
TRAIN_0054,서울특별시 강남구 대치동,500,개포우성2,84.69,201407,26,124000,6,1984
TRAIN_0055,서울특별시 강남구 대치동,500,개포우성2,84.69,201408,15,129000,7,1984
TRAIN_0056,서울특별시 강남구 대치동,500,개포우성2,84.69,201408,25,125000,2,1984
TRAIN_0057,서울특별시 강남구 대치동,500,개포우성2,127.78,201409,4,180000,5,1984
TRAIN_0058,서울특별시 강남구 대치동,500,개포우성2,84.69,201412,11,124500,3,1984
TRAIN_0059,서울특별시 강남구 대치동,500,개포우성2,127.78,201412,16,169200,4,1984
TRAIN_0060,서울특별시 강남구 대치동,500,개포우성2,127.78,201412,16,193000,3,1984
TRAIN_0061,서울특별시 강남구 대치동,612,국제,84.69,201403,3,84500,3,1983
TRAIN_0062,서울특별시 강남구 대치동,612,국제,84.69,201404,11,87000,6,1983
TRAIN_0063,서울특별시 강남구 대치동,612,국제,84.69,201404,14,83600,2,1983
TRAIN_0064,서울특별시 강남구 대치동,612,국제,84.69,201405,1,85000,2,1983
TRAIN_0065,서울특별시 강남구 대치동,612,국제,132.53,201405,2,128750,8,1983
TRAIN_0066,서울특별시 강남구 대치동,612,국제,84.69,201405,7,86500,3,1983
TRAIN_0067,서울특별시 강남구 대치동,612,국제,132.53,201406,27,130800,10,1983
TRAIN_0068,서울특별시 강남구 대치동,612,국제,84.69,201407,7,89500,8,1983
TRAIN_0069,서울특별시 강남구 대치동,612,국제,84.69,201407,11,88000,5,1983
TRAIN_0070,서울특별시 강남구 대치동,612,국제,84.69,201407,26,91000,8,1983
TRAIN_0071,서울특별시 강남구 대치동,612,국제,84.69,201408,16,89000,5,1983
TRAIN_0072,서울특별시 강남구 대치동,612,국제,132.53,201408,20,139800,6,1983
TRAIN_0073,서울특별시 강남구 대치동,612,국제,84.69,201408,27,94950,4,1983
TRAIN_0074,서울특별시 강남구 대치동,612,국제,132.53,201409,15,131000,3,1983
TRAIN_0075,서울특별시 강남구 대치동,612,국제,84.69,201410,4,96500,10,1983
TRAIN_0076,서울특별시 강남구 대치동,612,국제,132.53,201410,4,134000,6,1983
TRAIN_0077,서울특별시 강남구 대치동,612,국제,84.69,201411,1,94000,9,1983
TRAIN_0078,서울특별시 강남구 대치동,612,국제,84.69,201411,3,90000,3,1983
TRAIN_0079,서울특별시 강남구 대치동,612,국제,84.69,201412,13,93500,8,1983
TRAIN_0080,서울특별시 강남구 대치동,612,국제,84.69,201412,16,89900,4,1983
TRAIN_0081,서울특별시 강남구 대치동,612,국제,132.53,201412,24,127500,1,1983
TRAIN_0082,서울특별시 강남구 대치동,891-26,대우아이빌멤버스(891-26),35.796,201401,14,25000,9,2003
TRAIN_0083,서울특별시 강남구 대치동,891-26,대우아이빌멤버스(891-26),35.236,201401,27,24000,7,2003
TRAIN_0084,서울특별시 강남구 대치동,891-26,대우아이빌멤버스(891-26),35.796,201402,22,24700,6,2003
TRAIN_0085,서울특별시 강남구 대치동,891-26,대우아이빌멤버스(891-26),31.393,201411,15,20500,6,2003
TRAIN_0086,서울특별시 강남구 대치동,891-26,대우아이빌멤버스(891-26),35.796,201412,8,24800,9,2003
TRAIN_0087,서울특별시 강남구 대치동,891-23,대우아이빌명문가(891-23),33.06,201401,16,24500,8,2004
TRAIN_0088,서울특별시 강남구 대치동,891-23,대우아이빌명문가(891-23),33.06,201402,27,24500,8,2004
TRAIN_0089,서울특별시 강남구 대치동,891-23,대우아이빌명문가(891-23),33.06,201403,26,22950,8,2004
TRAIN_0090,서울특별시 강남구 대치동,891-23,대우아이빌명문가(891-23),34.2,201404,3,22000,8,2004
TRAIN_0091,서울특별시 강남구 대치동,891-23,대우아이빌명문가(891-23),33.06,201404,7,22500,10,2004
TRAIN_0092,서울특별시 강남구 대치동,891-23,대우아이빌명문가(891-23),33.06,201406,13,22700,8,2004
TRAIN_0093,서울특별시 강남구 대치동,891-23,대우아이빌명문가(891-23),33.06,201407,19,22300,9,2004
TRAIN_0094,서울특별시 강남구 대치동,891-23,대우아이빌명문가(891-23),33.06,201408,21,22500,10,2004
TRAIN_0095,서울특별시 강남구 대치동,891-23,대우아이빌명문가(891-23),34.2,201408,22,22250,7,2004
TRAIN_0096,서울특별시 강남구 대치동,891-23,대우아이빌명문가(891-23),34.2,201408,22,22500,9,2004
TRAIN_0097,서울특별시 강남구 대치동,891-23,대우아이빌명문가(891-23),34.2,201409,11,23400,10,2004
TRAIN_0098,서울특별시 강남구 대치동,891-23,대우아이빌명문가(891-23),33.06,201410,9,25050,11,2004
TRAIN_0099,서울특별시 강남구 대치동,891-23,대우아이빌명문가(891-23),34.2,201411,26,21000,7,2004
TRAIN_0100,서울특별시 강남구 대치동,891-23,대우아이빌명문가(891-23),33.06,201411,27,23700,8,2004
TRAIN_0101,서울특별시 강남구 대치동,891-23,대우아이빌명문가(891-23),35.72,201412,5,20000,11,2004
TRAIN_0102,서울특별시 강남구 대치동,891-28,대치동우정에쉐르1,59.98,201401,4,37400,6,2004
TRAIN_0103,서울특별시 강남구 대치동,891-28,대치동우정에쉐르1,79.07,201402,18,47500,7,2004
TRAIN_0104,서울특별시 강남구 대치동,891-28,대치동우정에쉐르1,59.73,201403,26,43000,3,2004
TRAIN_0105,서울특별시 강남구 대치동,891-28,대치동우정에쉐르1,59.96,201408,4,37300,10,2004
TRAIN_0106,서울특별시 강남구 대치동,891-28,대치동우정에쉐르1,58.86,201408,12,43500,3,2004
TRAIN_0107,서울특별시 강남구 대치동,891-28,대치동우정에쉐르1,59.98,201410,3,38600,6,2004
TRAIN_0108,서울특별시 강남구 대치동,891-28,대치동우정에쉐르1,79.07,201410,26,51400,10,2004
TRAIN_0109,서울특별시 강남구 대치동,890-42,대치동우정에쉐르2(890-42),68.59,201408,20,41500,3,2004
TRAIN_0110,서울특별시 강남구 대치동,1014-3,대치삼성,97.35,201401,4,100000,12,2000
TRAIN_0111,서울특별시 강남구 대치동,1014-3,대치삼성,97.35,201401,7,98000,9,2000
TRAIN_0112,서울특별시 강남구 대치동,1014-3,대치삼성,109.04,201401,9,95000,1,2000
TRAIN_0113,서울특별시 강남구 대치동,1014-3,대치삼성,97.35,201401,11,102500,14,2000
TRAIN_0114,서울특별시 강남구 대치동,1014-3,대치삼성,59.88,201401,16,64700,5,2000
TRAIN_0115,서울특별시 강남구 대치동,1014-3,대치삼성,59.88,201401,18,61000,17,2000
TRAIN_0116,서울특별시 강남구 대치동,1014-3,대치삼성,84.58,201401,23,89500,10,2000
TRAIN_0117,서울특별시 강남구 대치동,1014-3,대치삼성,109.04,201401,24,89000,1,2000
TRAIN_0118,서울특별시 강남구 대치동,1014-3,대치삼성,97.35,201402,4,102700,13,2000
TRAIN_0119,서울특별시 강남구 대치동,1014-3,대치삼성,59.88,201402,5,64000,11,2000
TRAIN_0120,서울특별시 강남구 대치동,1014-3,대치삼성,97.35,201402,15,103000,15,2000
TRAIN_0121,서울특별시 강남구 대치동,1014-3,대치삼성,59.88,201402,22,62800,8,2000
TRAIN_0122,서울특별시 강남구 대치동,1014-3,대치삼성,97.35,201402,24,103000,22,2000
TRAIN_0123,서울특별시 강남구 대치동,1014-3,대치삼성,59.88,201403,4,63500,7,2000
TRAIN_0124,서울특별시 강남구 대치동,1014-3,대치삼성,97.35,201404,8,103500,21,2000
TRAIN_0125,서울특별시 강남구 대치동,1014-3,대치삼성,59.88,201405,1,64000,2,2000
TRAIN_0126,서울특별시 강남구 대치동,1014-3,대치삼성,97.35,201405,3,104500,11,2000
TRAIN_0127,서울특별시 강남구 대치동,1014-3,대치삼성,59.88,201405,9,64000,18,2000
TRAIN_0128,서울특별시 강남구 대치동,1014-3,대치삼성,97.35,201405,13,102500,4,2000
TRAIN_0129,서울특별시 강남구 대치동,1014-3,대치삼성,59.88,201406,8,62700,13,2000
TRAIN_0130,서울특별시 강남구 대치동,1014-3,대치삼성,59.88,201406,9,64500,4,2000
TRAIN_0131,서울특별시 강남구 대치동,1014-3,대치삼성,84.58,201406,14,89900,24,2000
TRAIN_0132,서울특별시 강남구 대치동,1014-3,대치삼성,84.58,201406,18,84000,3,2000
TRAIN_0133,서울특별시 강남구 대치동,1014-3,대치삼성,59.88,201406,27,64500,20,2000
TRAIN_0134,서울특별시 강남구 대치동,1014-3,대치삼성,84.58,201407,19,86500,4,2000
TRAIN_0135,서울특별시 강남구 대치동,1014-3,대치삼성,97.35,201407,23,103800,12,2000
TRAIN_0136,서울특별시 강남구 대치동,1014-3,대치삼성,97.35,201407,26,104500,7,2000
TRAIN_0137,서울특별시 강남구 대치동,1014-3,대치삼성,97.35,201407,30,105000,7,2000
TRAIN_0138,서울특별시 강남구 대치동,1014-3,대치삼성,59.88,201408,2,64000,21,2000
TRAIN_0139,서울특별시 강남구 대치동,1014-3,대치삼성,97.35,201408,6,105000,16,2000
TRAIN_0140,서울특별시 강남구 대치동,1014-3,대치삼성,97.35,201408,6,104900,23,2000
TRAIN_0141,서울특별시 강남구 대치동,1014-3,대치삼성,108.52,201408,6,114000,2,2000
TRAIN_0142,서울특별시 강남구 대치동,1014-3,대치삼성,97.35,201408,7,104000,16,2000
TRAIN_0143,서울특별시 강남구 대치동,1014-3,대치삼성,108.52,201408,8,115000,3,2000
TRAIN_0144,서울특별시 강남구 대치동,1014-3,대치삼성,84.58,201408,11,89000,16,2000
TRAIN_0145,서울특별시 강남구 대치동,1014-3,대치삼성,59.88,201408,11,64800,21,2000
TRAIN_0146,서울특별시 강남구 대치동,1014-3,대치삼성,97.35,201408,18,105000,5,2000
TRAIN_0147,서울특별시 강남구 대치동,1014-3,대치삼성,97.35,201408,20,103000,8,2000
TRAIN_0148,서울특별시 강남구 대치동,1014-3,대치삼성,84.58,201408,20,88000,4,2000
TRAIN_0149,서울특별시 강남구 대치동,1014-3,대치삼성,59.88,201408,20,64000,11,2000
TRAIN_0150,서울특별시 강남구 대치동,1014-3,대치삼성,84.58,201408,21,89500,3,2000
TRAIN_0151,서울특별시 강남구 대치동,1014-3,대치삼성,84.58,201408,23,92500,11,2000
TRAIN_0152,서울특별시 강남구 대치동,1014-3,대치삼성,59.88,201408,26,63800,9,2000
TRAIN_0153,서울특별시 강남구 대치동,1014-3,대치삼성,59.88,201409,4,67000,13,2000
TRAIN_0154,서울특별시 강남구 대치동,1014-3,대치삼성,59.88,201409,4,61500,2,2000
TRAIN_0155,서울특별시 강남구 대치동,1014-3,대치삼성,108.52,201409,5,113800,2,2000
TRAIN_0156,서울특별시 강남구 대치동,1014-3,대치삼성,97.35,201409,13,112000,21,2000
TRAIN_0157,서울특별시 강남구 대치동,1014-3,대치삼성,109.04,201409,25,119500,5,2000
TRAIN_0158,서울특별시 강남구 대치동,1014-3,대치삼성,59.88,201409,27,68000,9,2000
TRAIN_0159,서울특별시 강남구 대치동,1014-3,대치삼성,59.88,201410,4,68400,15,2000
TRAIN_0160,서울특별시 강남구 대치동,1014-3,대치삼성,84.58,201410,4,92500,9,2000
TRAIN_0161,서울특별시 강남구 대치동,1014-3,대치삼성,97.35,201410,4,108000,16,2000
TRAIN_0162,서울특별시 강남구 대치동,1014-3,대치삼성,108.52,201410,6,106000,1,2000
TRAIN_0163,서울특별시 강남구 대치동,1014-3,대치삼성,59.88,201410,9,68500,12,2000
TRAIN_0164,서울특별시 강남구 대치동,1014-3,대치삼성,59.88,201410,9,68000,6,2000
TRAIN_0165,서울특별시 강남구 대치동,1014-3,대치삼성,84.58,201410,12,95000,8,2000
TRAIN_0166,서울특별시 강남구 대치동,1014-3,대치삼성,97.35,201410,18,102000,2,2000
TRAIN_0167,서울특별시 강남구 대치동,1014-3,대치삼성,59.88,201410,23,64000,1,2000
TRAIN_0168,서울특별시 강남구 대치동,1014-3,대치삼성,59.88,201410,28,66000,8,2000
TRAIN_0169,서울특별시 강남구 대치동,1014-3,대치삼성,59.88,201411,7,67500,10,2000
TRAIN_0170,서울특별시 강남구 대치동,1014-3,대치삼성,59.88,201411,15,69000,19,2000
TRAIN_0171,서울특별시 강남구 대치동,1014-3,대치삼성,59.88,201411,22,65800,2,2000
TRAIN_0172,서울특별시 강남구 대치동,1014-3,대치삼성,59.88,201412,4,70000,15,2000
TRAIN_0173,서울특별시 강남구 대치동,1014-3,대치삼성,59.88,201412,18,67000,17,2000
TRAIN_0174,서울특별시 강남구 대치동,1014-3,대치삼성,97.35,201412,27,110500,13,2000
TRAIN_0175,서울특별시 강남구 대치동,888,대치아이파크,59.96,201401,7,80000,6,2008
TRAIN_0176,서울특별시 강남구 대치동,888,대치아이파크,59.96,201401,8,81000,12,2008
TRAIN_0177,서울특별시 강남구 대치동,888,대치아이파크,114.97,201401,10,147700,23,2008
TRAIN_0178,서울특별시 강남구 대치동,888,대치아이파크,114.97,201401,11,143500,17,2008
TRAIN_0179,서울특별시 강남구 대치동,888,대치아이파크,114.97,201401,12,147000,16,2008
TRAIN_0180,서울특별시 강남구 대치동,888,대치아이파크,84.95,201401,15,105000,19,2008
TRAIN_0181,서울특별시 강남구 대치동,888,대치아이파크,59.96,201401,22,75500,2,2008
TRAIN_0182,서울특별시 강남구 대치동,888,대치아이파크,59.96,201401,23,82000,11,2008
TRAIN_0183,서울특별시 강남구 대치동,888,대치아이파크,84.95,201401,24,107500,22,2008
TRAIN_0184,서울특별시 강남구 대치동,888,대치아이파크,84.95,201401,25,107000,5,2008
TRAIN_0185,서울특별시 강남구 대치동,888,대치아이파크,59.96,201401,25,76800,10,2008
TRAIN_0186,서울특별시 강남구 대치동,888,대치아이파크,59.96,201402,10,80500,8,2008
TRAIN_0187,서울특별시 강남구 대치동,888,대치아이파크,149.78,201402,23,180000,16,2008
TRAIN_0188,서울특별시 강남구 대치동,888,대치아이파크,59.96,201402,26,80500,17,2008
TRAIN_0189,서울특별시 강남구 대치동,888,대치아이파크,59.96,201402,28,79000,4,2008
TRAIN_0190,서울특별시 강남구 대치동,888,대치아이파크,59.96,201403,1,77500,12,2008
TRAIN_0191,서울특별시 강남구 대치동,888,대치아이파크,84.93,201403,6,109000,3,2008
TRAIN_0192,서울특별시 강남구 대치동,888,대치아이파크,119.58,201403,6,157500,13,2008
TRAIN_0193,서울특별시 강남구 대치동,888,대치아이파크,59.96,201403,18,82000,19,2008
TRAIN_0194,서울특별시 강남구 대치동,888,대치아이파크,119.58,201403,19,155500,12,2008
TRAIN_0195,서울특별시 강남구 대치동,888,대치아이파크,59.96,201403,31,76500,18,2008
TRAIN_0196,서울특별시 강남구 대치동,888,대치아이파크,84.95,201404,10,109000,3,2008
TRAIN_0197,서울특별시 강남구 대치동,888,대치아이파크,114.97,201404,15,139000,23,2008
TRAIN_0198,서울특별시 강남구 대치동,888,대치아이파크,84.95,201404,25,110000,16,2008
TRAIN_0199,서울특별시 강남구 대치동,888,대치아이파크,119.58,201404,25,152000,18,2008
TRAIN_0200,서울특별시 강남구 대치동,888,대치아이파크,149.78,201404,28,160000,20,2008
TRAIN_0201,서울특별시 강남구 대치동,888,대치아이파크,149.78,201405,24,164000,6,2008
TRAIN_0202,서울특별시 강남구 대치동,888,대치아이파크,59.96,201406,3,77000,4,2008
TRAIN_0203,서울특별시 강남구 대치동,888,대치아이파크,149.78,201406,27,172000,4,2008
TRAIN_0204,서울특별시 강남구 대치동,888,대치아이파크,119.58,201407,5,150000,1,2008
TRAIN_0205,서울특별시 강남구 대치동,888,대치아이파크,84.95,201407,9,111000,20,2008
TRAIN_0206,서울특별시 강남구 대치동,888,대치아이파크,119.58,201407,28,155000,16,2008
TRAIN_0207,서울특별시 강남구 대치동,888,대치아이파크,114.97,201408,6,140000,24,2008
TRAIN_0208,서울특별시 강남구 대치동,888,대치아이파크,84.93,201408,19,113500,3,2008
TRAIN_0209,서울특별시 강남구 대치동,888,대치아이파크,149.78,201408,20,178500,18,2008
TRAIN_0210,서울특별시 강남구 대치동,888,대치아이파크,59.96,201408,21,84000,17,2008
TRAIN_0211,서울특별시 강남구 대치동,888,대치아이파크,59.96,201408,25,77500,11,2008
TRAIN_0212,서울특별시 강남구 대치동,888,대치아이파크,59.96,201408,28,79000,16,2008
TRAIN_0213,서울특별시 강남구 대치동,888,대치아이파크,84.95,201409,4,117000,24,2008
TRAIN_0214,서울특별시 강남구 대치동,888,대치아이파크,119.58,201409,4,154000,5,2008
TRAIN_0215,서울특별시 강남구 대치동,888,대치아이파크,59.96,201409,6,80000,16,2008
TRAIN_0216,서울특별시 강남구 대치동,888,대치아이파크,119.58,201409,17,165000,20,2008
TRAIN_0217,서울특별시 강남구 대치동,888,대치아이파크,114.97,201409,26,146500,15,2008
TRAIN_0218,서울특별시 강남구 대치동,888,대치아이파크,84.93,201409,28,118000,14,2008
TRAIN_0219,서울특별시 강남구 대치동,888,대치아이파크,84.93,201410,1,118000,19,2008
TRAIN_0220,서울특별시 강남구 대치동,888,대치아이파크,59.96,201410,3,83000,3,2008
TRAIN_0221,서울특별시 강남구 대치동,888,대치아이파크,84.93,201410,3,110000,13,2008
TRAIN_0222,서울특별시 강남구 대치동,888,대치아이파크,119.58,201410,6,155000,5,2008
TRAIN_0223,서울특별시 강남구 대치동,888,대치아이파크,114.97,201410,6,149000,17,2008
TRAIN_0224,서울특별시 강남구 대치동,888,대치아이파크,119.58,201410,7,154000,8,2008
TRAIN_0225,서울특별시 강남구 대치동,888,대치아이파크,59.96,201410,10,80000,4,2008
TRAIN_0226,서울특별시 강남구 대치동,888,대치아이파크,59.96,201410,16,88000,16,2008
TRAIN_0227,서울특별시 강남구 대치동,888,대치아이파크,84.93,201410,21,111000,15,2008
TRAIN_0228,서울특별시 강남구 대치동,888,대치아이파크,149.78,201410,25,182000,7,2008
TRAIN_0229,서울특별시 강남구 대치동,888,대치아이파크,119.58,201410,29,159000,17,2008
TRAIN_0230,서울특별시 강남구 대치동,888,대치아이파크,114.97,201411,1,166000,20,2008
TRAIN_0231,서울특별시 강남구 대치동,888,대치아이파크,149.78,201411,18,170000,13,2008
TRAIN_0232,서울특별시 강남구 대치동,888,대치아이파크,114.97,201411,18,135000,3,2008
TRAIN_0233,서울특별시 강남구 대치동,888,대치아이파크,149.78,201411,20,178000,10,2008
TRAIN_0234,서울특별시 강남구 대치동,888,대치아이파크,149.78,201411,27,187500,5,2008
TRAIN_0235,서울특별시 강남구 대치동,888,대치아이파크,84.98,201411,29,117000,17,2008
TRAIN_0236,서울특별시 강남구 대치동,888,대치아이파크,59.96,201412,6,85500,8,2008
TRAIN_0237,서울특별시 강남구 대치동,888,대치아이파크,84.95,201412,6,116000,18,2008
TRAIN_0238,서울특별시 강남구 대치동,888,대치아이파크,59.96,201412,12,87850,10,2008
TRAIN_0239,서울특별시 강남구 대치동,888,대치아이파크,84.95,201412,16,116500,14,2008
TRAIN_0240,서울특별시 강남구 대치동,888,대치아이파크,84.95,201412,17,105000,1,2008
TRAIN_0241,서울특별시 강남구 대치동,888,대치아이파크,149.78,201412,17,178500,18,2008
TRAIN_0242,서울특별시 강남구 대치동,888,대치아이파크,84.93,201412,23,115000,4,2008
TRAIN_0243,서울특별시 강남구 대치동,888,대치아이파크,149.78,201412,29,181500,14,2008
TRAIN_0244,서울특별시 강남구 대치동,63,"대치우성아파트1동,2동,3동,5동,6동,7동",84.69,201401,27,85000,5,1984
TRAIN_0245,서울특별시 강남구 대치동,63,"대치우성아파트1동,2동,3동,5동,6동,7동",84.69,201402,6,85000,2,1984
TRAIN_0246,서울특별시 강남구 대치동,63,"대치우성아파트1동,2동,3동,5동,6동,7동",84.69,201402,14,85000,11,1984
TRAIN_0247,서울특별시 강남구 대치동,63,"대치우성아파트1동,2동,3동,5동,6동,7동",84.69,201402,17,83000,10,1984
TRAIN_0248,서울특별시 강남구 대치동,63,"대치우성아파트1동,2동,3동,5동,6동,7동",84.69,201405,24,85000,10,1984
TRAIN_0249,서울특별시 강남구 대치동,63,"대치우성아파트1동,2동,3동,5동,6동,7동",84.69,201406,6,89000,7,1984
TRAIN_0250,서울특별시 강남구 대치동,63,"대치우성아파트1동,2동,3동,5동,6동,7동",84.69,201406,16,86250,6,1984
TRAIN_0251,서울특별시 강남구 대치동,63,"대치우성아파트1동,2동,3동,5동,6동,7동",84.69,201406,17,81000,14,1984
TRAIN_0252,서울특별시 강남구 대치동,63,"대치우성아파트1동,2동,3동,5동,6동,7동",84.69,201406,27,87500,8,1984
TRAIN_0253,서울특별시 강남구 대치동,63,"대치우성아파트1동,2동,3동,5동,6동,7동",84.69,201407,8,86200,2,1984
TRAIN_0254,서울특별시 강남구 대치동,63,"대치우성아파트1동,2동,3동,5동,6동,7동",84.69,201407,28,84000,7,1984
TRAIN_0255,서울특별시 강남구 대치동,63,"대치우성아파트1동,2동,3동,5동,6동,7동",84.69,201409,7,88000,1,1984
TRAIN_0256,서울특별시 강남구 대치동,63,"대치우성아파트1동,2동,3동,5동,6동,7동",84.69,201409,27,90000,9,1984
TRAIN_0257,서울특별시 강남구 대치동,63,"대치우성아파트1동,2동,3동,5동,6동,7동",84.69,201410,2,78000,7,1984
TRAIN_0258,서울특별시 강남구 대치동,63,"대치우성아파트1동,2동,3동,5동,6동,7동",115.59,201411,21,115000,11,1984
TRAIN_0259,서울특별시 강남구 대치동,63,"대치우성아파트1동,2동,3동,5동,6동,7동",115.59,201412,21,114000,2,1984
TRAIN_0260,서울특별시 강남구 대치동,63,"대치우성아파트1동,2동,3동,5동,6동,7동",115.59,201412,26,118000,10,1984
TRAIN_0261,서울특별시 강남구 대치동,1015-6,대치하나빌,200.23,201412,10,130000,6,2003
TRAIN_0262,서울특별시 강남구 대치동,907-2,대치한신휴플러스,84.99,201409,29,69300,8,2005
TRAIN_0263,서울특별시 강남구 대치동,907-2,대치한신휴플러스,74.15,201410,27,61000,9,2005
TRAIN_0264,서울특별시 강남구 대치동,974,대치현대,59.82,201401,9,50000,22,1999
TRAIN_0265,서울특별시 강남구 대치동,974,대치현대,59.82,201401,11,55000,21,1999
TRAIN_0266,서울특별시 강남구 대치동,974,대치현대,59.82,201401,11,59000,5,1999
TRAIN_0267,서울특별시 강남구 대치동,974,대치현대,59.82,201401,14,55000,6,1999
TRAIN_0268,서울특별시 강남구 대치동,974,대치현대,85.0,201401,21,80000,24,1999
TRAIN_0269,서울특별시 강남구 대치동,974,대치현대,59.82,201402,4,54000,13,1999
TRAIN_0270,서울특별시 강남구 대치동,974,대치현대,85.0,201402,6,84000,8,1999
TRAIN_0271,서울특별시 강남구 대치동,974,대치현대,85.0,201402,14,83500,11,1999
